,pw,H2O,pCO2,pO3,paerosols,pN2O,pCH4,pO2,pN2,poverlaps
0,0.001,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
1,0.0010678970527808565,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
2,0.0011404041153380404,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
3,0.001217834193748653,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
4,0.001300521546279937,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
5,0.0013888231263503483,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
6,0.0014831201234634319,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
7,0.0015838196087665788,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
8,0.0016913562923383584,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
9,0.0018061943997904914,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
10,0.0019288296762855536,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
11,0.0020597915266215958,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
12,0.0021996453006221856,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
13,0.0023489947336976925,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
14,0.0025084845531135186,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
15,0.0026788032612162327,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
16,0.0028606861076325616,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
17,0.003054918263271952,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
18,0.0032623382098345335,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
19,0.0034838413594566733,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
20,0.0037203839201198335,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
21,0.003972987023509263,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
22,0.004242741133142129,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
23,0.004530810751794591,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
24,0.0048384394485492645,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
25,0.0051669552271643914,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
26,0.005517776258939494,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
27,0.005892417004825672,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
28,0.006292494753209136,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
29,0.006719736601591038,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
30,0.007175986912302724,0.0033,0.003,0.003,0.0029000000000000002,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0028000000000000004,0.0026000000000000003
