TS,rh,pa_hpa,t_a,pw_hpa,dw_ir,lw_s,esky_c,lw_c,zen,cs_period,w,q,he,tau,esky_t,lw_c_t,site
2012-01-01 17:19:00+00:00,70.5,990.3,276.15,5.339730444587536,226.1,237.5127201080074,0.7474039979066587,246.4311970044091,63.66,True,0.0033719182839970475,0.0033605866603919152,2872.8317828034756,1.2853456683198863,0.7234450291843534,238.5315371714867,BON
2012-01-01 17:25:00+00:00,66.7,990.4,276.25,5.087775316639378,224.0,235.3017813594521,0.7443141456566963,245.7680928189089,63.48,True,0.0032116667307769383,0.0032013849492430447,2873.35397871154,1.2723644941471786,0.719831618524745,237.68410834042214,BON
2012-01-01 17:45:00+00:00,67.8,990.7,276.15,5.135230129688438,223.5,234.8672874467771,0.7449018584840386,245.60620113241058,63.09,True,0.0032407920145967758,0.003230323208936687,2874.920819526189,1.2749438194601241,0.7205533327549543,237.57809804824666,BON
2012-01-01 18:06:00+00:00,65.9,990.7,276.45,5.098281003838583,226.2,237.59417854703145,0.7444444906986374,246.52375664078127,63.05,True,0.003217353173853252,0.0032070350095865004,2874.920819526189,1.2730145842090257,0.7200136940160398,238.43346669818405,BON
2012-01-01 20:47:00+00:00,42.8,992.8,276.04999999999995,3.2188416685575096,233.9,245.42059999545896,0.718470331305298,236.54835085377533,74.33,True,0.0020231338522907153,0.0020190490458166883,2885.8993332403675,1.1612034594944962,0.6868908601158803,226.15116184651373,BON
2012-01-01 20:52:00+00:00,44.6,993.0,276.04999999999995,3.3542135144314233,237.3,248.83088689821585,0.7205612674514943,237.2367682811515,74.95,True,0.002108081245022791,0.002103646587106356,2886.9458758224614,1.1706303386053278,0.6898286333538202,227.11839095026042,BON
2012-01-06 18:17:00+00:00,49.7,981.3,285.75,7.238148175777958,278.1,290.3001745991454,0.7686613177933861,290.56283359492676,62.65,True,0.004621866048792553,0.004600602679464353,2826.006994905719,1.3710947836363718,0.7461710803638604,282.06126474467504,BON
2012-01-06 18:31:00+00:00,48.2,981.1,285.85,7.065837619576477,278.5,290.706757414469,0.7668572026305474,290.2868528150709,62.94,True,0.00451196667669621,0.004491700274734899,2824.9703296891084,1.3634814407691576,0.744231218723169,281.7219914069926,BON
2012-01-06 19:06:00+00:00,44.2,980.9,286.45,6.738534605041492,278.8,291.0519883006509,0.7633686504078858,291.4001068649941,64.39,True,0.004302401503784013,0.004283970144193469,2823.9338335204147,1.3488464212905926,0.7404605127512698,282.65540172462835,BON
2012-01-06 19:20:00+00:00,45.1,980.8,286.45,6.8757445856871335,278.8,291.0519883006509,0.7648411897960339,291.96221815269234,65.25,True,0.004391076198822468,0.004371878945241883,2823.415648831191,1.3549541519230976,0.7420408788896689,283.25867363181135,BON
2012-01-06 19:23:00+00:00,45.3,980.8,286.65,6.996796187590652,279.1,291.3990574395752,0.7661281635756154,293.2711160370966,65.45,True,0.004468939181674705,0.004449056618231998,2823.415648831191,1.3603266911232053,0.7434230581491122,284.579683030518,BON
2012-01-06 19:24:00+00:00,44.0,980.8,286.65,6.796005127019619,279.0,291.2825152993772,0.7639872325867352,292.45157532534813,65.52,True,0.004339796644730293,0.004321044191645658,2823.415648831191,1.3513907564787433,0.7411200288306183,283.6980916589796,BON
2012-01-16 20:31:00+00:00,78.2,981.8,285.45,11.166777427830816,289.7,302.1475078877746,0.8051336795279712,303.073708454153,69.93,True,0.007155650623782139,0.007104811077960278,2828.5993974866615,1.526705820865812,0.7827498492347862,294.6478400190612,BON
2012-01-18 15:47:00+00:00,75.2,1000.3,264.75,2.444505924272245,180.5,190.98340309540575,0.7055555285434207,196.5328509108454,68.5,True,0.0015237013814181238,0.0015213832476619947,2925.2600387164853,1.1036187135356013,0.6683313045367041,186.16402440318984,BON
2012-01-21 13:48:00+00:00,83.3,995.3,265.75,2.925935667977109,206.4,217.4285717113305,0.7137900530053941,201.84763445948582,84.53,True,0.0018338583525894319,0.0018305014721752561,2898.993234865618,1.1407065292872511,0.6804068598838147,192.40743767623914,BON
2012-01-21 13:52:00+00:00,82.5,995.4,265.75,2.897835445475528,206.2,217.16780088031064,0.7133289670405132,201.71724722460937,83.9,True,0.001816011848383079,0.0018127199275169083,2899.517538847786,1.1386194186092937,0.6797391370651489,192.21861706875825,BON
2012-01-27 19:21:00+00:00,67.6,988.6,277.54999999999995,5.650113746603786,230.6,242.07527307147836,0.7511118203216735,252.71417520444032,60.99,True,0.0035752155804275425,0.003562478950179914,2863.96090708569,1.3003352296498882,0.7275595523918466,244.78993303031083,BON
2012-01-27 19:37:00+00:00,55.4,988.4,278.25,4.862161441163775,231.8,243.25834715418907,0.7414817325740516,252.00039865544844,62.14,True,0.0030747847765636685,0.0030653594559737446,2862.91807632278,1.259729513976457,0.7162692386731585,243.43166629832513,BON
2012-01-29 17:52:00+00:00,57.0,995.9,273.85,3.6631634758941742,211.1,222.06395290333563,0.7251805983394576,231.23695251947836,58.08,True,0.002296240509189467,0.0022909798684098864,2902.139690839407,1.1919749638407362,0.6963789690149946,222.05303197908506,BON
2012-01-29 19:32:00+00:00,53.6,996.5,273.45,3.34657122753914,211.1,222.23118059740912,0.7204443623122461,228.38745119428611,61.23,True,0.0020958497567465802,0.0020914663574899913,2905.287663695358,1.1711852256341422,0.6900006956798905,218.73653046966982,BON
