ts,HE282_lw,HE283_lw,HE284_lw,HE285_lw,HE286_lw,HE287_lw,HE288_lw,HN119_lw,HN141_lw,HN151_lw,HN152_lw,HN153_lw,HN161_lw,HN162_lw,HN164_lw,HVO_lw,HVT_lw,MLO_lw,HE282_rh,HE283_rh,HE284_rh,HE285_rh,HE286_rh,HE287_rh,HE288_rh,HN119_rh,HN141_rh,HN151_rh,HN152_rh,HN153_rh,HN161_rh,HN162_rh,HN164_rh,HVO_rh,HVT_rh,MLO_rh,HE282_tmin,HE283_tmin,HE284_tmin,HE285_tmin,HE286_tmin,HE287_tmin,HN119_tmin,HN141_tmin,HN151_tmin,HN152_tmin,HN153_tmin,HN161_tmin,HN162_tmin,HN164_tmin,HVO_tmin,HVT_tmin,MLO_tmin,HE282_tmax,HE283_tmax,HE284_tmax,HE285_tmax,HE286_tmax,HE287_tmax,HN119_tmax,HN141_tmax,HN151_tmax,HN152_tmax,HN153_tmax,HN161_tmax,HN162_tmax,HN164_tmax,HVO_tmax,HVT_tmax,MLO_tmax
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,88.887,,94.688,,,,,,,,93.917,,,,,,,14.62,,8.341,,,,,,,,0.2,,,,,,,19.11,,10.57,,,,,,,,4.1
1990-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,88.253,,79.175,,,,,,,,65.5,,,,,,,14.06,,9.404,,,,,,,,0.3,,,,,,,19.82,,,,,,,,,,7.6
1990-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,83.302,,29.25,,,,,,,,34.0,,,,,,,13.74,,,,,,,,,,1.0,,,,,,,19.55,,,,,,,,,,7.8
1990-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,81.895,,31.775,,,,,,,,,,,,,,,13.18,,,,,,,,,,,,,,,,,20.31,,,,,,,,,,
1990-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,74.968,,24.304,,,,,,,,19.333,,,,,,,13.12,,,,,,,,,,0.1,,,,,,,21.6,,,,,,,,,,11.5
1990-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,75.393,,20.308,,,,,,,,,,,,,,,12.98,,,,,,,,,,,,,,,,,20.51,,,,,,,,,,
1990-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,81.99,,20.654,,,,,,,,13.833,,,,,,,12.71,,,,,,,,,,4.2,,,,,,,20.29,,,,,,,,,,
1990-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,87.09,,29.775,,,,,,,,10.75,,,,,,,12.19,,,,,,,,,,4.3,,,,,,,19.15,,,,,,,,,,13.2
1990-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,84.594,,22.346,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,19.93,,,,,,,,,,
1990-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,84.648,,6.9708,,,,,,,,15.458,,,,,,,11.4,,,,,,,,,,3.0,,,,,,,17.63,,,,,,,,,,12.0
1990-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,85.579,,13.204,,,,,,,,9.375,,,,,,,10.48,,,,,,,,,,1.4,,,,,,,17.13,,,,,,,,,,11.7
1990-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,75.421,,27.75,,,,,,,,23.333,,,,,,,11.58,,,,,,,,,,0.0,,,,,,,19.55,,,,,,,,,,
1990-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,75.285,,76.971,,,,,,,,31.208,,,,,,,12.81,,,,,,,,,,-1.6,,,,,,,20.36,,,,,,,,,,
1990-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,80.285,,74.304,,,,,,,,33.167,,,,,,,12.33,,,,,,,,,,-1.6,,,,,,,20.27,,,,,,,,,,
1990-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,86.181,,87.079,,,,,,,,,,,,,,,14.41,,,,,,,,,,0.6,,,,,,,18.31,,,,,,,,,,
1990-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,84.098,,88.621,,,,,,,,77.625,,,,,,,15.21,,,,,,,,,,0.0,,,,,,,19.15,,,,,,,,,,
1990-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,83.633,,94.679,,,,,,,,75.792,,,,,,,14.28,,,,,,,,,,0.0,,,,,,,20.36,,,,,,,,,,
1990-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,88.196,,86.671,,,,,,,,77.333,,,,,,,15.0,,,,,,,,,,2.1,,,,,,,20.52,,,,,,,,,,
1990-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,96.833,,,,,,,,,,,,,,,,,16.25,,,,,,,,,,,,,,,,,18.23,,,,,,,,,,
1990-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,94.496,,,,,,,,,,85.208,,,,,,,15.5,,,,,,,,,,2.3,,,,,,,20.38,,,,,,,,,,
1990-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,81.827,,,,,,,,,,70.833,,,,,,,15.35,,,,,,,,,,2.0,,,,,,,22.34,,,,,,,,,,
1990-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,94.726,,,,,,,,,,,,,,,,,14.77,,,,,,,,,,,,,,,,,19.2,,,,,,,,,,
1990-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,88.348,,,,,,,,,,83.208,,,,,,,14.53,,,,,,,,,,2.0,,,,,,,19.16,,,,,,,,,,
1990-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,87.795,,,,,,,,,,,,,,,,,13.93,,,,,,,,,,0.8,,,,,,,18.54,,,,,,,,,,
1990-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,87.082,,,,,,,,,,80.125,,,,,,,15.89,,,,,,,,,,2.8,,,,,,,20.07,,,,,,,,,,
1990-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,91.298,,,,,,,,,,42.0,,,,,,,15.62,,,,,,,,,,4.8,,,,,,,20.42,,,,,,,,,,
1990-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,91.892,,51.621,,,,,,,,,,,,,,,15.5,,,,,,,,,,5.1,,,,,,,20.3,,,,,,,,,,
1990-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,89.948,,30.646,,,,,,,,,,,,,,,14.47,,,,,,,,,,4.8,,,,,,,19.37,,,,,,,,,,
1990-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,86.977,,38.554,,,,,,,,,,,,,,,13.53,,,,,,,,,,3.6,,,,,,,20.89,,,,,,,,,,
1990-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,83.953,,29.337,,,,,,,,10.25,,,,,,,12.79,,,,,,,,,,3.1,,,,,,,20.39,,,,,,,,,,
1990-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,82.46,,59.304,,,,,,,,,,,,,,,12.63,,,,,,,,,,,,,,,,,21.23,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.258,,,,,,,,79.292,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,8.5
1990-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.167,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,5.1
1990-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.667,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,6.5
1990-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,83.386,,,,,,,,,,35.875,,,,,,,14.01,,,,,,,,,,0.9,,,,,,,20.55,,,,,,,,,,9.3
1990-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,84.012,,53.196,,,,,,,,20.708,,,,,,,13.9,,9.073,,,,,,,,2.1,,,,,,,20.5,,17.22,,,,,,,,12.7
1990-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,83.337,,65.463,,,,,,,,,,,,,,,12.85,,7.859,,,,,,,,,,,,,,,21.27,,13.17,,,,,,,,
1990-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,76.366,,89.642,,,,,,,,,,,,,,,12.07,,4.366,,,,,,,,-1.7,,,,,,,19.98,,8.062,,,,,,,,
1990-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,75.008,,88.067,,,,,,,,11.583,,,,,,,10.82,,3.352,,,,,,,,-2.1,,,,,,,19.36,,7.093,,,,,,,,5.9
1990-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,79.967,,53.642,,,,,,,,,,,,,,,10.55,,4.9,,,,,,,,,,,,,,,18.48,,14.39,,,,,,,,
1990-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,81.87,,78.992,,,,,,,,14.167,,,,,,,11.13,,5.065,,,,,,,,0.0,,,,,,,18.92,,11.37,,,,,,,,8.5
1990-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,80.903,,87.85,,,,,,,,,,,,,,,10.98,,2.452,,,,,,,,-3.2,,,,,,,17.78,,9.5,,,,,,,,4.0
1990-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,77.942,,78.617,,,,,,,,26.292,,,,,,,10.46,,2.219,,,,,,,,-3.3,,,,,,,18.51,,9.503,,,,,,,,
1990-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,70.496,,62.917,,,,,,,,12.458,,,,,,,12.16,,1.127,,,,,,,,0.6,,,,,,,19.56,,12.69,,,,,,,,
1990-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,71.57,,78.963,,,,,,,,,,,,,,,12.4,,2.886,,,,,,,,,,,,,,,19.62,,11.44,,,,,,,,
1990-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,72.223,,66.383,,,,,,,,20.125,,,,,,,13.3,,5.064,,,,,,,,1.7,,,,,,,22.05,,13.22,,,,,,,,
1990-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,78.756,,40.992,,,,,,,,,,,,,,,12.62,,6.692,,,,,,,,1.1,,,,,,,20.15,,14.5,,,,,,,,
1990-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,84.697,,81.979,,,,,,,,,,,,,,,13.46,,7.686,,,,,,,,2.5,,,,,,,19.64,,11.45,,,,,,,,
1990-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,95.771,,96.533,,,,,,,,10.333,,,,,,,9.266,,1.426,,,,,,,,-2.0,,,,,,,13.55,,7.874,,,,,,,,
1990-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,85.246,,72.796,,,,,,,,12.208,,,,,,,9.036,,1.312,,,,,,,,-2.8,,,,,,,14.2,,10.02,,,,,,,,
1990-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,82.37,,31.508,,,,,,,,13.708,,,,,,,9.216,,5.309,,,,,,,,0.0,,,,,,,15.5,,14.73,,,,,,,,
1990-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,81.139,,41.983,,,,,,,,14.208,,,,,,,9.636,,7.606,,,,,,,,1.6,,,,,,,16.48,,11.78,,,,,,,,
1990-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,82.488,,60.129,,,,,,,,15.417,,,,,,,11.4,,5.0,,,,,,,,2.6,,,,,,,17.79,,11.39,,,,,,,,
1990-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,75.84,,57.029,,,,,,,,48.292,,,,,,,12.31,,6.784,,,,,,,,3.7,,,,,,,19.37,,12.49,,,,,,,,
1990-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,93.137,,96.133,,,,,,,,,,,,,,,14.03,,9.302,,,,,,,,,,,,,,,18.92,,13.02,,,,,,,,
1990-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,88.645,,91.212,,,,,,,,,,,,,,,15.78,,,,,,,,,,,,,,,,,22.18,,,,,,,,,,
1990-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,99.419,,87.604,,,,,,,,,,,,,,,13.06,,8.938,,,,,,,,,,,,,,,17.6,,15.71,,,,,,,,
1990-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,95.742,,82.313,,,,,,,,86.583,,,,,,,12.58,,7.864,,,,,,,,1.0,,,,,,,16.77,,11.14,,,,,,,,
1990-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,96.405,,94.721,,,,,,,,93.083,,,,,,,13.45,,7.553,,,,,,,,-0.4,,,,,,,15.81,,10.26,,,,,,,,
1990-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,87.383,,95.738,,,,,,,,,,,,,,,12.03,,5.164,,,,,,,,-5.2,,,,,,,17.0,,8.293,,,,,,,,2.5
1990-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,83.223,,86.562,,,,,,,,24.5,,,,,,,10.74,,4.084,,,,,,,,-5.0,,,,,,,18.51,,,,,,,,,,3.4
1990-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,80.67,,47.292,,,,,,,,19.25,,,,,,,10.38,,6.908,,,,,,,,-0.6,,,,,,,18.04,,14.99,,,,,,,,7.8
1990-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,81.186,,40.713,,,,,,,,18.833,,,,,,,11.56,,5.62,,,,,,,,1.9,,,,,,,18.1,,,,,,,,,,7.9
1990-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,82.197,,44.229,,,,,,,,28.875,,,,,,,12.5,,8.697,,,,,,,,0.8,,,,,,,17.95,,17.54,,,,,,,,5.6
1990-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,85.349,,88.554,,,,,,,,78.25,,,,,,,13.72,,9.466,,,,,,,,0.7,,,,,,,20.98,,11.99,,,,,,,,7.4
1990-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,89.986,,94.983,,,,,,,,65.292,,,,,,,14.65,,8.078,,,,,,,,0.7,,,,,,,19.3,,10.84,,,,,,,,
1990-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,86.702,,84.929,,,,,,,,,,,,,,,8.231,,8.963,,,,,,,,0.4,,,,,,,18.55,,11.04,,,,,,,,5.5
1990-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,77.073,,,,,,,,,,58.833,,,,,,,14.71,,,,,,,,,,1.4,,,,,,,20.31,,,,,,,,,,5.3
1990-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,83.953,,69.479,,,,,,,,,,,,,,,,,10.22,,,,,,,,1.4,,,,,,,,,15.48,,,,,,,,8.9
1990-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,87.795,,36.675,,,,,,,,,,,,,,,13.51,,8.8,,,,,,,,,,,,,,,19.41,,19.36,,,,,,,,
1990-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,85.036,,26.529,,,,,,,,,,,,,,,13.11,,11.77,,,,,,,,1.8,,,,,,,20.3,,19.53,,,,,,,,
1990-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,80.033,,49.021,,,,,,,,65.125,,,,,,,13.22,,7.462,6.091,,,,,,,1.4,,,,,,,21.53,,18.25,14.88,,,,,,,
1990-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,77.232,,51.312,,,,,,,,,,,,,,,12.75,,6.103,5.8,,,,,,,-1.0,,,,,,,20.93,,15.9,14.11,,,,,,,
1990-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,84.999,,52.546,,,,,,,,49.542,,,,,,,11.92,,4.948,7.086,,,,,,,1.3,,,,,,,17.08,,17.51,16.52,,,,,,,
1990-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,79.028,,39.013,,,,,,,,,,,,,,,11.1,,7.422,7.54,,,,,,,,,,,,,,19.97,,14.89,15.15,,,,,,,
1990-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,76.547,,39.746,,,,,,,,44.708,,,,,,,10.12,,6.328,7.482,,,,,,,1.5,,,,,,,19.15,,15.12,13.84,,,,,,,
1990-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,78.228,,27.558,,,,,,,,,,,,,,,11.07,,5.447,8.638,,,,,,,0.1,,,,,,,19.08,,18.17,16.51,,,,,,,
1990-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,76.588,,66.363,,,,,,,,,,,,,,,12.4,,4.994,9.178,,,,,,,4.5,,,,,,,19.69,,11.82,16.58,,,,,,,
1990-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,85.772,,49.979,,,,,,,,,,,,,,,13.33,,7.374,8.152,,,,,,,4.6,,,,,,,19.64,,13.94,16.7,,,,,,,
1990-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,84.654,,45.121,,,,,,,,,,,,,,,12.25,,6.467,9.604,,,,,,,3.8,,,,,,,18.51,,15.61,16.27,,,,,,,
1990-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,81.536,,41.304,,,,,,,,,,,,,,,12.77,,6.775,9.397,,,,,,,4.0,,,,,,,18.76,,14.39,16.69,,,,,,,
1990-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,78.207,,33.333,,,,,,,,26.583,,,,,,,12.37,,7.903,9.749,,,,,,,2.5,,,,,,,20.29,,16.85,16.48,,,,,,,
1990-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,82.498,,50.279,,,,,,,,31.708,,,,,,,13.57,,6.93,10.13,,,,,,,4.8,,,,,,,20.19,,18.77,17.26,,,,,,,
1990-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,81.333,,46.4,,,,,,,,16.583,,,,,,,13.6,,7.158,8.751,,,,,,,3.4,,,,,,,19.26,,18.0,17.05,,,,,,,
1990-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,,60.075,,,,,,,,19.833,,,,,,,13.31,,6.773,6.895,,,,,,,2.4,,,,,,,20.86,,16.71,14.99,,,,,,,
1990-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,84.118,,63.842,,,,,,,,29.792,,,,,,,13.13,,6.722,6.757,,,,,,,0.9,,,,,,,20.87,,15.49,16.26,,,,,,,
1990-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,83.101,,62.5,,,,,,,,24.167,,,,,,,13.12,,5.897,6.842,,,,,,,1.6,,,,,,,20.31,,15.37,14.77,,,,,,,
1990-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,83.17,,45.729,,,,,,,,18.208,,,,,,,11.68,,7.496,5.988,,,,,,,0.9,,,,,,,20.42,,17.4,16.49,,,,,,,
1990-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,84.211,,23.417,,,,,,,,17.625,,,,,,,11.31,,9.841,6.842,,,,,,,1.8,,,,,,,20.06,,17.25,17.2,,,,,,,
1990-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,82.796,,27.025,15.961,,,,,,,19.583,,,,,,,12.21,,10.3,8.704,,,,,,,3.9,,,,,,,19.36,,17.35,18.84,,,,,,,
1990-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,81.147,,18.912,22.108,,,,,,,20.542,,,,,,,11.4,,11.29,8.346,,,,,,,2.2,,,,,,,19.13,,19.31,16.48,,,,,,,12.9
1990-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,87.79,,62.85,43.4,,,,,,,30.042,,,,,,,12.29,,6.175,6.472,,,,,,,1.0,,,,,,,19.87,,,14.07,,,,,,,10.2
1990-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,90.402,,81.571,67.104,,,,,,,49.375,,,,,,,12.33,,6.163,5.267,,,,,,,-0.2,,,,,,,18.44,,12.99,13.26,,,,,,,8.7
1990-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,90.143,,87.129,68.492,,,,,,,,,,,,,,12.08,,4.863,3.46,,,,,,,-1.8,,,,,,,18.48,,,9.053,,,,,,,6.0
1990-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,82.995,,91.271,87.433,,,,,,,56.917,,,,,,,12.28,,3.914,2.793,,,,,,,-2.3,,,,,,,19.06,,9.346,7.992,,,,,,,6.8
1990-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,78.603,,86.192,82.908,,,,,,,25.75,,,,,,,12.51,,4.738,3.713,,,,,,,1.4,,,,,,,20.16,,11.31,9.045,,,,,,,10.4
1990-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,83.663,,87.221,90.121,,,,,,,34.083,,,,,,,12.44,,5.686,4.262,,,,,,,1.6,,,,,,,19.74,,11.92,9.054,,,,,,,
1990-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,81.179,,82.871,77.099,,,,,,,32.542,,,,,,,12.68,,5.605,4.902,,,,,,,1.3,,,,,,,20.19,,11.38,9.438,,,,,,,9.2
1990-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,86.457,,73.138,56.095,,,,,,,45.458,,,,,,,13.52,,5.922,4.985,,,,,,,0.7,,,,,,,20.13,,14.33,12.91,,,,,,,9.8
1990-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,86.425,,56.175,38.825,,,,,,,29.542,,,,,,,14.0,,8.335,8.383,,,,,,,2.9,,,,,,,21.14,,15.72,13.44,,,,,,,12.2
1990-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,80.398,,70.283,55.103,,,,,,,62.458,,,,,,,14.35,,10.31,10.1,,,,,,,4.0,,,,,,,22.03,,15.95,14.06,,,,,,,12.1
1990-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,77.792,,70.208,63.75,,,,,,,,,,,,,,15.79,,10.2,8.855,,,,,,,,,,,,,,23.02,,16.73,14.45,,,,,,,
1990-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,80.923,,73.938,57.845,,,,,,,,,,,,,,15.2,,7.869,7.579,,,,,,,1.7,,,,,,,23.27,,16.71,14.61,,,,,,,
1990-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,85.308,,42.838,27.16,,,,,,,29.375,,,,,,,15.34,,9.826,9.354,,,,,,,4.5,,,,,,,22.1,,18.04,16.81,,,,,,,
1990-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,84.332,,31.375,24.775,,,,,,,21.208,,,,,,,14.48,,11.96,10.53,,,,,,,5.8,,,,,,,21.63,,20.18,19.48,,,,,,,
1990-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,87.199,,31.837,32.052,,,,,,,,,,,,,,12.74,,12.11,10.54,,,,,,,,,,,,,,21.26,,20.86,19.7,,,,,,,
1990-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,85.91,,42.412,32.957,,,,,,,13.75,,,,,,,14.4,,12.74,10.0,,,,,,,5.8,,,,,,,21.31,,19.19,18.73,,,,,,,
1990-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,87.863,,29.821,25.96,24.246,,,,,,,,,,,,,14.04,,12.28,9.916,7.419,,,,,,5.4,,,,,,,21.18,,19.76,18.14,13.49,,,,,,
1990-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.483,22.362,,,,,,,,,,,,,,,,11.41,9.45,,,,,,,4.7,,,,,,,,,20.37,17.92,,,,,,,
1990-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,85.33,,21.354,20.211,,,,,,,15.875,,,,,,,14.32,,13.22,10.31,,,,,,,5.4,,,,,,,21.88,,19.39,18.44,,,,,,,
1990-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,84.97,,26.854,13.224,11.504,,,,,,7.7083,,,,,,,13.46,,12.77,10.29,8.11,,,,,,4.8,,,,,,,22.94,,20.25,19.07,15.44,,,,,,
1990-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,82.28,,21.104,15.942,16.02,,,,,,15.708,,,,,,,13.16,,14.18,10.33,6.646,,,,,,4.1,,,,,,,21.5,,21.23,18.2,14.56,,,,,,
1990-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,85.012,,71.938,37.97,43.047,,,,,,41.167,,,,,,,14.1,,8.194,8.162,5.157,,,,,,2.7,,,,,,,20.45,,15.58,16.4,12.85,,,,,,
1990-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,87.761,,78.192,74.289,,,,,,,49.667,,,,,,,14.76,,8.622,8.09,,,,,,,2.4,,,,,,,21.12,,15.59,13.62,,,,,,,
1990-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,87.945,,74.158,65.0,48.199,,,,,,,,,,,,,14.23,,9.78,8.007,,,,,,,2.4,,,,,,,22.2,,15.04,13.38,,,,,,,
1990-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,90.688,,73.467,61.953,41.405,,,,,,,,,,,,,14.77,,8.512,8.826,,,,,,,,,,,,,,21.15,,15.45,14.24,,,,,,,
1990-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,88.64,,69.767,39.442,23.474,,,,,,28.125,,,,,,,15.4,,9.518,9.734,,,,,,,5.4,,,,,,,22.77,,16.44,15.73,,,,,,,
1990-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,91.246,,71.208,49.724,49.948,,,,,,49.542,,,,,,,15.78,,9.135,10.96,,,,,,,4.8,,,,,,,20.78,,15.33,15.38,,,,,,,
1990-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,89.28,,74.988,47.967,42.232,,,,,,53.542,,,,,,,14.82,,9.591,10.26,,,,,,,6.1,,,,,,,20.85,,15.4,16.57,,,,,,,
1990-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,85.449,,45.3,16.449,12.091,,,,,,,,,,,,,14.43,,10.87,10.63,,,,,,,,,,,,,,21.53,,17.71,18.24,,,,,,,
1990-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,81.732,,64.7,30.203,13.378,,,,,,,,,,,,,13.98,,5.926,8.507,,,,,,,5.4,,,,,,,21.31,,14.2,16.77,,,,,,,13.3
1990-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,74.95,,74.404,58.637,39.144,,,,,,,,,,,,,13.74,,4.985,5.794,,,,,,,3.7,,,,,,,22.56,,,11.39,,,,,,,11.9
1990-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,88.391,,90.167,79.781,,,,,,,,,,,,,,11.5,,4.555,5.442,,,,,,,1.6,,,,,,,18.59,,11.98,10.41,,,,,,,10.3
1990-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,76.114,,72.117,40.416,12.025,,,,,,,,,,,,,11.86,,3.311,3.933,,,,,,,3.0,,,,,,,21.84,,,13.65,,,,,,,11.6
1990-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,77.128,,71.817,41.663,12.783,,,,,,,,,,,,,12.83,,6.297,5.102,,,,,,,5.0,,,,,,,21.63,,15.48,18.1,,,,,,,15.5
1990-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,82.904,,51.113,15.205,9.8237,,,,,,,,,,,,,12.53,,8.833,8.778,,,,,,,3.0,,,,,,,21.26,,19.34,17.32,,,,,,,15.1
1990-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,85.445,,64.242,33.699,17.096,,,,,,,,,,,,,12.84,,8.149,8.153,,,,,,,,,,,,,,19.5,,13.39,15.6,,,,,,,
1990-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,80.728,,73.154,46.399,15.957,,,,,,,,,,,,,13.96,,6.798,6.215,,,,,,,4.0,,,,,,,21.06,,14.38,16.23,,,,,,,12.5
1990-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,73.339,,46.746,16.194,12.893,,,,,,,,,,,,,11.89,,6.33,9.635,,,,,,,1.4,,,,,,,21.89,,14.91,17.09,,,,,,,12.0
1990-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,82.776,,84.092,67.444,19.03,,,,,,,,,,,,,14.0,,5.656,5.63,,,,,,,2.3,,,,,,,22.11,,12.7,13.4,,,,,,,14.7
