ts,HE282_lw,HE283_lw,HE284_lw,HE285_lw,HE286_lw,HE287_lw,HE288_lw,HN119_lw,HN141_lw,HN151_lw,HN152_lw,HN153_lw,HN161_lw,HN162_lw,HN164_lw,HVO_lw,HVT_lw,MLO_lw,HE282_rh,HE283_rh,HE284_rh,HE285_rh,HE286_rh,HE287_rh,HE288_rh,HN119_rh,HN141_rh,HN151_rh,HN152_rh,HN153_rh,HN161_rh,HN162_rh,HN164_rh,HVO_rh,HVT_rh,MLO_rh,HE282_tmin,HE283_tmin,HE284_tmin,HE285_tmin,HE286_tmin,HE287_tmin,HN119_tmin,HN141_tmin,HN151_tmin,HN152_tmin,HN153_tmin,HN161_tmin,HN162_tmin,HN164_tmin,HVO_tmin,HVT_tmin,MLO_tmin,HE282_tmax,HE283_tmax,HE284_tmax,HE285_tmax,HE286_tmax,HE287_tmax,HN119_tmax,HN141_tmax,HN151_tmax,HN152_tmax,HN153_tmax,HN161_tmax,HN162_tmax,HN164_tmax,HVO_tmax,HVT_tmax,MLO_tmax
2011-08-07,,,,,-33.596,-29.063,,376.34,,306.42,290.23,264.9,290.02,,383.48,395.79,389.91,233.76,98.484,95.88,94.109,62.23,68.7,72.496,,82.773,98.05,68.596,64.79,72.553,84.723,94.355,,98.25,98.12,,18.72,15.214,12.453,23.0,21.334,16.552,15.19,,10.975,9.445,5.4155,9.475,10.43,12.555,15.741,14.73,4.5,22.86,18.062,19.214,32.81,28.31,27.982,22.915,,19.61,17.555,12.98,15.595,17.24,14.845,19.097,18.23,13.9
2011-08-08,,-40.899,,,-29.704,-30.17,,378.4,,338.95,309.57,271.2,306.96,,390.14,383.95,374.16,256.4,88.617,89.682,91.133,67.088,77.769,74.686,,82.74,95.383,80.871,75.739,65.495,89.99,96.925,,95.557,96.11,,18.84,15.272,9.1226,21.82,20.134,15.621,15.48,,8.965,8.645,4.5395,8.995,10.335,12.07,15.524,14.58,1.9,25.0,,19.281,31.92,26.669,27.432,23.565,,16.185,12.91,12.625,14.61,14.195,15.77,20.11,19.43,10.2
2011-08-09,,-25.236,,,-37.527,-38.134,,366.96,,308.5,292.4,267.49,296.16,,361.12,386.48,382.62,247.58,95.745,90.27,80.906,63.648,78.913,73.023,,80.601,95.767,57.504,56.076,57.323,66.8,75.184,,98.989,98.524,,18.18,14.133,8.0732,22.26,20.814,16.343,15.205,,8.815,8.52,5.561,8.965,10.72,11.09,14.829,13.9,0.6,,18.367,20.444,33.05,27.983,27.449,23.365,,18.765,15.82,12.34,15.63,18.59,16.24,18.205,18.64,11.4
2011-08-10,,-35.759,,,-47.543,-39.879,,363.84,,308.28,291.19,259.01,285.97,,374.34,371.96,357.79,,86.027,86.238,87.044,59.142,66.536,66.853,,79.633,92.046,62.863,57.451,51.335,69.278,76.619,98.917,93.454,93.308,68.042,17.9,14.09,5.8333,21.98,19.523,15.687,13.845,,9.71,7.7495,4.777,7.7265,9.235,12.045,14.208,13.22,2.6,24.15,,19.954,34.18,29.394,28.481,23.58,,,14.755,12.89,,,14.985,20.433,,11.8
2011-08-11,,0.58602,,,-48.289,-36.061,,359.03,,314.92,288.94,256.56,332.61,,374.58,385.36,382.35,,90.407,93.26,97.43,58.268,67.466,69.172,,75.183,94.242,76.55,61.303,47.119,91.721,99.992,,98.924,99.743,66.417,18.29,14.794,9.8053,21.98,20.305,15.612,14.575,,7.1125,7.572,4.091,6.4165,7.545,11.075,14.06,13.12,3.2,,16.773,14.972,33.35,28.465,27.736,22.97,,14.825,12.62,11.63,12.33,,13.47,16.633,15.98,10.8
2011-08-12,,-6.6743,,,-56.572,-42.145,,363.52,,310.22,291.63,268.53,342.73,,378.91,367.47,358.79,,91.035,91.636,94.771,58.213,66.404,66.105,,75.242,95.058,77.262,65.363,62.967,93.516,98.546,,93.89,94.287,,18.25,14.954,8.9338,22.62,20.311,15.889,14.935,,7.484,7.29,4.8825,6.74,8.03,11.47,13.722,12.96,3.3,23.67,18.785,17.985,34.89,30.644,29.434,23.925,,15.995,12.895,10.875,,,15.12,20.001,19.33,9.9
2011-08-13,,-5.7521,,,-42.258,-30.788,,374.49,,326.13,325.69,311.41,361.36,,386.5,395.67,392.78,,91.158,92.274,96.469,61.726,71.055,74.732,,80.305,94.475,83.313,81.805,67.033,99.433,99.988,,99.641,99.767,,18.86,14.693,8.269,22.85,20.02,16.444,15.62,,8.415,7.6895,6.336,8.61,10.305,12.87,15.346,14.11,3.9,23.92,18.172,16.36,32.66,28.749,26.542,21.995,,15.64,12.115,11.92,,,14.865,17.277,16.53,9.2
2011-08-14,,-10.886,,,-41.176,-44.284,,368.43,,309.28,309.05,286.03,313.4,,367.82,377.29,367.41,260.25,86.341,90.894,95.43,56.067,71.271,64.889,,81.393,98.55,58.838,46.436,32.744,59.13,90.367,,97.415,98.311,,18.35,13.923,6.7793,23.71,20.967,17.079,15.53,,8.605,9.255,6.361,9.205,8.56,10.995,14.511,13.12,4.6,23.68,17.323,16.472,33.56,28.23,28.229,23.985,,17.825,17.865,14.865,,,14.13,17.467,16.32,12.3
2011-08-15,,-22.343,,,-28.482,-32.201,,366.32,,283.44,278.56,253.88,280.77,,367.93,376.52,366.43,,85.28,89.349,95.09,59.783,74.879,65.724,,79.371,94.154,39.842,12.409,10.541,55.633,90.501,,96.33,97.03,10.583,17.83,14.095,7.7697,21.94,20.15,17.601,13.525,,11.195,12.195,9.35,8.205,7.0095,10.205,14.029,12.92,8.1,24.23,17.072,15.234,32.62,27.14,27.959,21.92,,20.11,20.195,17.505,,,13.49,17.149,16.25,18.0
2011-08-16,,-0.48144,,,-47.723,-36.279,,369.65,,289.01,277.12,251.17,265.7,,373.63,375.47,358.02,,95.11,93.054,96.516,53.633,68.26,62.837,,76.378,92.125,43.579,9.999,10.41,32.532,76.824,,97.526,98.241,18.833,17.82,14.615,9.9778,21.77,19.866,17.436,13.98,,9.36,12.61,9.35,7.936,8.51,10.65,13.698,12.65,8.2,21.02,16.769,16.583,34.11,29.341,27.622,24.28,,18.015,21.08,17.93,,,13.635,17.465,16.27,15.4
2011-08-17,,-3.7483,,,-49.869,-45.274,,356.73,,287.3,273.55,247.31,272.12,,372.97,386.07,367.98,,89.751,93.676,93.992,57.098,67.834,65.163,,75.997,93.617,53.517,12.239,8.8024,37.68,73.738,,94.345,94.408,23.833,17.8,13.659,11.299,21.49,20.401,15.104,14.315,,9.935,12.26,10.42,8.375,8.555,10.965,14.452,13.11,7.7,23.63,17.42,17.43,34.82,30.172,28.946,24.26,,17.225,21.105,17.12,,,13.28,18.937,18.21,15.6
2011-08-18,,-57.768,,,-34.573,-43.429,,360.48,,280.26,272.5,243.8,264.0,,373.64,357.85,352.02,216.5,76.958,85.101,88.406,59.102,73.997,65.358,,78.346,93.725,24.9,13.622,11.86,52.451,93.879,,92.247,93.99,17.125,17.81,14.107,4.5366,21.08,19.47,16.038,13.835,,12.785,10.82,8.855,7.4235,7.5745,10.83,12.676,12.18,9.0,24.89,18.196,17.198,32.49,27.671,27.575,23.125,,20.31,20.535,15.62,,,13.305,19.13,17.74,17.2
2011-08-19,,-78.873,,,-40.271,-41.309,,369.85,,287.88,273.9,247.13,263.48,,369.58,332.52,309.95,,74.384,80.604,80.454,60.093,69.116,65.866,,76.934,91.458,45.125,17.091,12.356,62.954,97.533,,85.005,85.059,20.125,17.45,13.253,2.4372,21.07,19.354,15.013,14.09,,8.86,10.825,8.285,5.951,6.5605,10.405,12.523,11.97,7.0,25.11,18.949,19.002,32.69,26.854,28.468,22.43,,17.81,19.14,16.505,,,13.085,20.283,19.06,15.8
2011-08-20,,-15.062,,,-52.961,-42.536,,365.63,,304.39,277.66,250.03,271.81,,377.25,373.64,356.27,245.61,87.86,90.329,94.431,55.257,58.991,62.358,,77.602,95.475,59.438,12.252,11.995,56.83,98.3,,92.272,92.394,,17.99,13.717,3.9163,20.38,19.199,15.416,13.915,,8.935,13.305,9.69,6.685,8.165,11.115,13.391,12.36,8.6,21.86,17.505,16.325,33.47,29.498,29.028,22.41,,18.635,21.025,17.225,,,14.06,18.566,17.99,17.0
2011-08-21,,1.9172,,,-44.954,-34.494,,377.6,,352.88,335.31,286.04,370.3,,385.36,399.04,394.56,,99.375,95.859,97.566,61.24,68.298,70.173,,82.834,97.683,90.433,77.658,56.385,97.044,100.0,,99.094,99.606,,18.66,15.882,12.891,22.22,19.851,16.587,15.05,,8.57,9.555,7.389,9.73,10.84,12.725,15.662,14.98,6.5,21.16,17.72,16.841,33.65,29.647,27.138,22.37,,14.975,14.715,14.345,,,15.0,18.393,17.25,11.3
2011-08-22,,-3.7778,,,-38.256,-30.682,,375.86,,357.1,331.79,282.32,318.81,,365.25,371.79,357.65,,93.845,94.093,89.581,63.778,73.591,76.43,,84.948,97.475,80.988,64.02,52.857,66.696,79.211,,95.445,95.924,68.208,18.87,15.167,7.7326,22.1,20.723,16.42,15.385,,9.45,10.725,8.78,11.74,10.575,13.05,14.668,14.02,4.8,23.63,18.611,20.449,33.43,28.083,28.151,22.715,,16.515,18.605,16.47,,,18.91,19.794,19.51,11.7
2011-08-23,,-55.129,,,-18.689,-25.026,,381.0,,307.8,301.86,271.56,282.71,,335.8,373.08,362.79,,89.44,89.917,72.057,65.381,80.539,77.13,,83.261,92.95,59.304,46.092,46.059,51.564,59.783,,93.93,94.475,,18.71,14.325,7.0503,23.31,21.253,16.524,15.27,,10.09,10.945,8.98,11.92,12.71,12.435,15.103,14.46,4.6,25.0,20.134,22.563,33.94,28.978,27.595,23.89,,20.15,19.375,15.22,,,21.015,20.806,20.61,12.6
2011-08-24,,-12.26,,,-29.878,-30.278,,385.87,,301.75,291.23,262.64,280.01,,357.77,391.74,382.6,225.08,89.008,91.575,81.296,61.728,73.607,72.69,,85.338,98.429,44.996,37.347,39.461,44.546,48.195,,95.205,96.016,34.75,19.26,15.62,5.7332,23.13,20.328,17.763,15.275,,12.15,10.82,8.28,12.165,13.54,11.245,15.785,14.4,5.1,24.07,18.874,21.416,34.55,28.873,28.269,22.23,,20.865,19.955,15.465,,,19.755,19.74,19.02,15.0
2011-08-25,,-43.457,,,-46.034,-47.304,,374.89,,290.65,279.25,,270.4,,350.53,368.78,354.84,217.64,81.456,88.852,84.455,55.547,72.545,65.056,,81.503,98.658,24.996,28.524,,35.791,40.721,,92.577,93.758,27.375,18.49,14.374,5.4495,22.48,19.989,16.182,14.805,,13.83,10.515,,8.44,9.75,11.06,14.321,13.06,5.6,24.9,18.964,20.51,35.25,28.188,28.606,23.73,,21.895,19.245,,,,19.24,19.868,18.72,14.3
2011-08-26,,-46.409,,,-52.991,-43.309,,360.15,,294.0,266.57,,330.6,,375.93,355.03,335.83,,75.725,84.646,86.309,60.306,66.918,66.411,,79.649,98.004,67.633,55.604,,98.596,99.588,,90.164,91.709,13.917,18.88,14.5,6.8503,20.95,19.238,14.984,15.125,,10.88,7.7835,,6.351,8.17,11.79,14.531,13.26,5.6,25.96,19.118,19.074,32.46,28.311,28.67,23.13,,18.1,17.4,,,,14.415,19.645,18.54,15.3
2011-08-27,,-80.937,,,-47.425,-43.843,,361.16,,283.49,267.76,,296.8,,371.15,347.21,335.82,,77.149,78.932,80.107,60.052,67.887,65.434,,78.765,94.954,50.808,34.585,,89.783,96.664,,88.605,89.856,12.958,18.04,14.685,5.5199,20.67,19.615,14.689,14.61,,11.135,8.465,,6.6235,7.831,11.53,13.947,12.75,7.0,25.18,19.668,19.373,32.21,29.025,29.929,23.75,,19.01,18.68,,,,13.995,19.856,18.54,16.7
2011-08-28,,-33.575,,,-35.262,-31.486,,359.2,,314.48,283.83,,334.41,,375.74,379.03,371.44,221.05,82.53,86.167,94.581,60.261,76.305,71.145,,77.301,96.421,75.304,56.913,,99.408,99.979,,95.017,95.956,33.0,17.71,14.229,6.2019,21.45,19.26,15.119,14.69,,9.91,8.305,,5.719,7.5855,10.9,14.027,12.59,6.1,24.94,18.971,15.699,32.13,27.11,27.318,24.205,,16.265,16.255,,,,13.4,17.434,16.14,13.9
2011-08-29,,-17.483,,,-43.942,-27.515,,361.84,,303.14,291.68,,335.99,,373.78,372.53,368.7,,83.208,89.414,94.445,61.653,71.783,74.904,,79.029,95.558,80.75,75.628,,98.967,100.0,,95.932,96.807,,17.75,13.943,8.5786,20.83,19.43,14.641,13.79,,9.43,6.8515,,6.991,8.48,11.2,13.828,12.55,3.5,24.56,18.742,17.751,31.61,27.397,26.674,21.95,,14.44,13.98,,,,13.06,18.642,17.12,10.2
2011-08-30,,-82.011,,,-54.075,-33.941,,365.54,,334.28,307.76,,363.11,,384.72,351.16,354.67,,73.227,79.46,86.881,63.936,67.361,75.981,,80.709,90.474,79.438,65.529,,95.441,99.863,,91.143,92.547,,17.45,14.299,6.6868,20.43,19.173,14.228,14.08,,7.2135,7.5385,,6.7475,8.425,11.64,13.241,12.53,2.1,24.94,20.185,18.462,32.42,29.126,26.054,21.865,,14.69,12.535,,,,14.635,19.489,18.91,10.5
2011-08-31,,-60.292,,,-59.756,-51.257,,370.76,,316.73,286.17,,306.55,,381.4,369.13,353.88,,76.897,81.919,83.752,59.734,63.454,64.99,,79.572,91.817,57.429,35.851,,59.067,80.76,,96.291,97.096,,18.36,14.573,4.9235,20.56,19.278,14.883,14.94,,7.526,9.015,,7.99,7.927,10.92,12.978,12.44,2.4,24.13,20.192,20.072,33.29,31.205,29.455,23.095,,19.595,18.75,,,,15.675,18.084,16.95,10.9
2011-09-01,,-37.711,,,-44.834,-35.829,,370.96,,299.34,287.15,,275.48,,373.47,388.7,382.69,,91.205,86.792,73.522,64.609,66.607,72.07,,80.475,93.616,32.079,35.405,,50.773,66.155,,98.169,98.765,39.667,19.31,13.958,11.265,21.69,20.319,16.048,15.425,,13.125,10.735,,10.385,10.88,12.135,14.3,13.46,4.2,23.24,19.976,20.914,,28.668,,23.88,,21.45,18.31,,,17.09,15.5,19.237,18.19,12.7
2011-09-02,,-93.939,,,-54.986,-56.287,,345.16,,,268.17,,271.17,,338.13,337.19,326.69,,76.798,73.316,62.807,56.949,66.775,61.904,,77.653,82.98,,28.525,,45.635,49.141,,88.796,89.383,45.667,17.56,12.517,6.4982,21.89,19.841,14.532,14.095,,,7.4085,,5.8305,7.869,11.095,13.509,12.35,1.3,25.8,,,32.52,29.403,,25.35,,,15.76,,,,,20.021,18.89,10.1
2011-09-03,,-3.2,,,-43.472,-37.378,,375.25,,339.27,330.37,,344.65,,372.54,371.13,366.27,,86.73,90.252,95.459,61.498,64.623,64.754,,79.634,96.083,91.967,91.338,,98.358,99.925,,97.429,98.059,35.75,17.29,13.916,7.0503,21.24,19.433,15.703,14.425,,8.4,6.02,,6.895,8.3555,10.825,13.332,12.53,2.8,23.21,17.046,15.309,31.2,28.444,,20.805,,13.16,11.845,,9.965,11.555,13.555,17.085,15.48,12.7
2011-09-04,,-61.681,,,-41.723,-44.026,,355.73,,294.53,270.83,,295.76,,351.33,354.65,348.15,,74.646,82.355,89.859,62.878,70.733,67.936,,76.561,97.383,77.154,52.377,,90.101,98.242,,90.113,91.781,26.25,16.78,12.955,5.0605,19.57,18.981,13.91,14.02,,5.838,6.143,,6.457,6.373,9.83,13.191,11.79,6.2,24.67,18.672,17.275,30.55,27.847,28.419,23.79,,15.85,12.62,,,,14.96,19.047,17.46,11.7
2011-09-05,,-37.634,,,-34.227,-29.126,,365.37,,328.42,309.96,241.96,320.09,,349.68,362.05,358.14,,82.633,88.43,88.234,58.574,67.863,66.709,,79.872,93.221,85.542,66.478,26.919,91.307,95.117,,91.874,93.616,27.708,15.95,13.266,4.5388,23.45,19.852,18.144,13.935,,3.87,6.079,7.185,6.2715,7.576,9.275,12.286,11.72,5.8,24.62,18.898,18.544,32.7,28.115,27.23,20.63,,13.205,12.155,,12.33,13.555,14.895,19.948,18.8,
2011-09-06,,-9.7315,,,-22.168,-28.233,,365.66,,345.03,312.28,241.57,355.07,,341.67,367.62,365.72,,85.56,87.804,89.563,66.858,81.291,70.812,,77.62,97.442,83.454,70.14,23.927,89.739,92.963,92.429,93.427,91.969,25.958,17.5,14.382,8.5933,21.43,20.148,17.618,14.67,,4.9585,4.433,7.569,5.604,7.735,9.8,13.862,13.49,4.0,24.11,18.603,17.606,31.4,25.481,26.42,21.33,,13.185,11.29,12.52,11.595,14.04,14.68,18.728,17.9,12.7
2011-09-07,,-20.301,,,-57.097,-42.857,,344.98,,299.33,287.61,253.4,293.88,,362.95,353.5,349.59,,77.714,84.191,87.343,58.569,68.42,64.212,,70.098,94.175,73.967,47.69,24.097,63.15,81.807,,90.012,89.289,,16.55,13.063,5.2706,21.06,19.207,15.834,13.54,,4.3225,6.9245,7.098,7.286,7.3205,8.016,12.733,12.72,4.8,23.95,18.932,19.063,33.97,28.171,27.244,22.74,,13.655,12.605,13.075,12.385,14.24,14.46,19.707,19.28,12.0
2011-09-08,,-88.781,,,-31.12,-25.542,,363.44,,300.77,283.04,243.48,308.09,,365.64,359.52,354.91,,63.752,72.113,85.592,60.624,76.065,76.164,,77.246,89.75,76.958,57.172,32.173,91.383,91.883,,87.789,88.898,,18.79,14.784,7.3237,21.24,18.616,14.927,14.255,,4.67,7.256,5.668,6.161,7.2865,10.5,13.581,13.02,4.6,26.57,,18.53,33.74,27.512,27.596,21.8,,14.985,14.965,11.56,12.98,15.495,17.375,20.498,19.47,13.0
2011-09-09,,-91.745,,,-28.047,-29.039,,370.06,,324.96,276.12,239.63,343.87,,377.95,353.69,336.1,,59.801,72.926,85.001,63.482,75.654,74.641,,80.937,94.004,84.621,45.039,15.272,92.149,99.313,,88.382,89.111,26.042,18.43,13.656,6.9157,20.81,19.225,15.354,14.9,,5.5965,8.165,7.0195,6.337,7.229,10.665,12.125,12.27,7.3,,20.069,18.771,31.61,27.214,25.654,20.905,,13.555,14.265,16.425,10.845,13.59,13.715,19.412,18.7,14.9
2011-09-10,,-39.255,,,-36.081,-34.413,,351.29,,291.36,253.86,230.41,246.0,,365.07,361.4,347.07,,78.003,84.857,88.907,62.004,76.753,72.547,,77.438,93.496,72.046,20.484,7.7106,40.599,85.425,,92.666,91.085,,17.4,13.746,4.9832,20.48,18.739,14.568,13.95,,4.457,10.08,7.5005,9.065,6.7075,9.81,11.581,12.07,8.7,24.92,,18.566,32.02,27.385,26.603,21.635,,,19.115,18.04,,,14.27,18.977,,16.7
2011-09-11,,-10.388,,,-48.617,-41.0,,349.9,,295.85,272.7,234.68,260.67,,347.75,349.45,341.75,,79.113,88.166,88.841,57.308,70.409,67.922,,72.321,93.075,73.962,41.723,36.561,46.823,68.222,,90.816,91.509,23.25,16.87,13.119,6.0806,20.66,18.822,15.057,13.43,,4.0975,9.065,5.5075,7.285,7.397,8.55,12.954,11.96,7.3,,18.385,18.574,33.35,28.131,28.155,24.235,,14.55,16.535,13.685,16.095,,15.855,20.032,18.98,13.0
2011-09-12,,-27.26,,,-45.257,-27.51,,365.36,,298.25,282.91,239.64,281.68,,350.84,375.36,375.1,,78.042,88.376,91.445,62.721,69.752,74.774,,79.636,97.483,54.146,51.839,57.482,69.904,76.782,,95.291,95.394,,18.51,14.48,6.4537,20.9,19.448,15.259,14.61,,8.595,6.9675,4.6815,7.2085,8.72,11.035,13.888,12.97,6.7,24.9,18.806,18.343,33.24,28.363,28.309,23.815,,17.76,16.06,11.04,,,15.85,19.223,18.89,13.4
2011-09-13,,-63.235,,,-52.052,-19.267,,378.63,,370.11,316.56,,341.23,,364.89,357.25,355.69,,75.27,81.926,92.265,68.597,69.644,79.071,,84.15,96.013,90.696,80.398,,95.321,98.267,,92.921,93.646,,17.76,14.889,6.6877,20.03,19.752,15.091,14.595,,6.955,6.5905,,7.545,8.935,11.78,13.489,13.33,3.8,25.38,19.772,17.921,33.82,29.025,26.226,21.875,,13.87,12.005,,,,17.6,20.174,19.31,17.4
2011-09-14,,-39.303,,,-46.472,-36.065,,360.02,,350.6,284.65,262.8,301.07,,371.49,366.02,357.41,280.46,77.369,85.064,91.734,61.721,70.193,70.669,,78.055,96.012,85.617,39.185,35.82,76.912,93.696,,92.501,94.132,72.0,18.91,14.962,7.1671,21.27,20.301,16.462,14.84,,6.656,8.565,7.543,8.33,8.795,11.595,13.836,13.14,4.7,25.15,18.86,19.363,33.02,28.244,28.29,23.825,,15.73,16.43,15.82,,,16.04,20.185,19.37,11.4
2011-09-15,,-12.076,,,-45.815,-32.171,,383.75,,329.62,320.07,,329.18,,389.1,388.99,379.95,303.82,90.754,87.399,88.906,64.703,71.326,74.403,,85.253,95.167,78.996,76.506,,77.356,83.128,,95.161,93.443,84.208,18.3,14.912,9.2997,22.33,20.002,15.63,15.55,,9.145,9.29,,9.035,10.21,10.36,14.637,14.68,3.0,24.82,20.017,20.385,34.74,29.909,28.064,22.365,,16.65,13.535,,,,18.06,20.85,19.78,7.9
2011-09-16,,-37.384,,,-48.303,-49.113,,364.5,,300.13,304.34,,311.06,,374.87,372.29,367.08,254.84,83.004,85.233,90.862,59.265,70.453,66.955,,84.59,98.35,75.792,57.738,,92.716,97.817,,92.49,94.115,75.708,18.39,14.426,9.2975,23.5,20.186,16.16,15.555,,9.01,7.5415,,6.884,8.51,11.535,14.297,13.03,2.6,24.69,19.201,17.676,32.56,29.608,28.635,24.215,,17.045,15.385,,,,14.145,19.649,18.34,9.2
2011-09-17,,-39.424,,,-43.334,-33.062,,366.23,,308.04,299.55,,355.99,,378.9,377.01,376.71,,74.986,84.386,92.565,60.421,65.987,72.27,,81.007,93.167,80.175,46.668,,99.983,100.0,,93.253,94.751,44.625,18.9,14.737,10.247,21.87,19.901,15.568,14.37,,6.362,8.92,,6.449,8.44,11.835,14.318,13.12,4.9,25.8,19.59,17.661,31.42,27.835,27.041,21.615,,15.555,13.805,,,,13.26,19.364,18.15,14.6
2011-09-18,,-28.013,,,-48.818,-37.525,,368.77,,309.93,294.07,,311.1,,381.64,383.75,382.46,,79.595,89.475,96.104,60.505,70.282,71.47,,81.498,96.4,64.687,29.54,,58.053,93.478,,97.084,98.784,22.875,18.17,14.512,10.046,21.51,19.85,14.818,15.025,,7.421,12.185,,8.45,8.805,11.88,14.642,13.43,7.0,25.44,19.722,17.54,34.31,28.167,27.095,21.955,,17.79,19.515,,,,14.065,19.265,17.51,15.3
2011-09-19,,-76.478,,,-44.472,-35.787,,367.37,,295.25,292.31,,278.49,,379.77,370.42,361.44,,65.621,80.88,89.774,60.157,67.716,72.329,,77.283,95.513,27.483,11.053,,11.37,67.372,,91.209,93.358,25.208,18.79,13.503,7.9328,20.87,19.723,15.171,15.085,,11.83,13.73,,12.15,7.282,11.095,13.688,12.37,7.1,26.43,20.529,19.566,34.01,29.653,28.011,23.29,,21.56,20.74,,,,14.535,19.367,18.36,14.9
2011-09-20,,-38.604,,,-45.464,-47.107,,368.68,,289.76,283.11,,285.46,,361.57,366.58,354.86,,81.62,87.196,87.438,57.741,68.267,67.949,,78.161,92.596,25.9,14.065,,45.865,74.57,,92.382,93.204,24.625,18.39,14.205,8.0489,21.96,19.728,15.573,15.325,,11.48,11.16,,7.1265,8.006,11.065,14.235,12.93,5.3,24.54,19.021,19.03,33.57,29.237,28.518,24.02,,21.505,19.31,,,,14.525,19.904,18.32,13.1
2011-09-21,,-31.281,,,-56.222,-46.766,,353.27,,279.51,266.11,,319.73,,368.78,363.6,358.59,,80.925,85.598,86.892,58.615,66.221,64.26,,77.666,92.605,60.254,35.598,,99.079,100.0,,93.212,94.614,20.292,17.27,13.537,7.2925,20.94,19.944,15.135,14.54,,9.205,8.14,,4.841,6.505,10.135,13.56,12.09,5.0,24.41,18.22,17.591,31.93,27.979,27.816,23.225,,16.17,15.06,,,,13.05,18.483,16.76,12.6
2011-09-22,,-17.72,,,-40.124,-28.227,,358.67,,320.14,284.21,,333.29,,370.21,379.39,374.99,242.61,85.472,89.866,95.265,64.656,74.666,73.764,,78.649,94.179,86.033,57.252,,95.11,99.988,,97.87,98.185,23.458,17.14,13.695,9.4875,21.37,20.105,15.338,14.545,,5.862,7.518,,6.405,7.687,10.83,14.07,12.39,8.0,23.7,17.986,15.687,30.29,27.686,25.152,21.555,,14.415,15.46,,,,13.635,16.992,16.5,13.8
2011-09-23,,-38.439,,,-32.819,-30.288,,348.22,,293.35,257.77,224.84,276.45,,344.93,353.96,343.27,213.63,72.231,81.146,93.656,66.233,77.587,75.907,,70.57,92.45,83.146,26.75,10.211,59.457,86.508,,91.748,92.257,21.917,17.38,13.605,4.6886,20.25,19.697,14.394,14.135,,4.3345,10.41,7.484,6.425,7.2715,9.005,12.676,11.89,8.5,24.08,18.195,16.777,32.61,26.488,26.227,21.42,,13.54,16.93,15.125,,,13.085,16.873,15.78,16.1
2011-09-24,,-39.2,,,-41.955,-34.687,,333.21,,256.05,250.64,226.28,237.8,,322.85,356.12,333.74,214.97,77.904,86.89,85.996,61.279,73.408,69.933,,67.8,87.257,32.929,7.2853,7.4545,24.783,55.405,,90.804,91.317,16.667,16.77,12.778,1.852,19.51,18.775,13.146,13.535,,4.342,10.32,6.733,7.0065,7.2745,10.89,12.331,11.47,6.8,24.09,17.771,18.591,30.74,26.108,27.059,22.52,,17.965,18.87,14.335,,,18.605,18.987,18.22,15.7
2011-09-25,,-79.644,,,-48.98,-39.445,,338.44,,261.92,256.11,231.31,238.14,,292.59,339.38,318.1,225.57,72.355,78.0,74.639,57.206,67.233,64.444,,71.929,73.004,26.621,13.931,10.351,26.891,45.76,63.18,87.909,89.068,31.958,16.29,12.176,0.20549,19.55,18.57,14.907,12.29,,8.205,10.39,6.854,8.755,9.165,11.095,11.666,10.76,5.6,24.11,18.305,19.341,32.22,27.449,27.853,21.77,,17.14,18.54,14.65,,,16.955,19.308,19.04,14.2
2011-09-26,,-90.955,,,-61.919,-48.539,,343.05,,272.27,267.52,242.76,251.44,,312.04,320.75,306.89,212.58,67.604,73.07,67.871,57.978,59.037,62.431,,77.128,88.258,26.562,18.258,17.574,50.8,60.675,74.585,84.819,85.874,,17.75,13.459,4.9411,19.16,18.834,14.224,13.57,,8.72,10.55,7.913,7.3125,9.295,10.955,11.587,11.18,3.5,24.49,18.934,20.65,32.73,29.211,28.341,22.395,,17.995,18.38,13.605,,,18.09,19.562,18.5,14.3
2011-09-27,,-57.157,,,-44.543,-30.427,,359.64,,290.39,279.41,252.62,,,367.25,367.96,358.09,251.03,80.555,82.024,80.838,62.362,68.55,72.561,,80.013,93.342,43.254,14.227,11.68,,56.974,97.383,91.48,90.292,39.125,17.58,12.744,1.2266,20.74,19.292,15.132,13.755,,9.205,11.09,7.506,,9.125,9.48,12.292,12.23,4.2,25.41,21.808,19.927,31.23,28.29,24.629,20.86,,20.44,20.12,15.9,,,16.92,21.776,20.31,12.7
2011-09-28,,-12.517,,,-38.455,-27.915,,370.32,,321.18,313.95,297.31,,,379.47,383.07,376.57,297.87,89.72,91.987,96.23,64.009,71.226,74.659,,75.58,97.317,41.267,20.053,13.699,,,,98.065,99.317,,19.37,15.698,8.6479,22.99,20.735,17.189,15.5,,10.195,11.71,9.295,,,12.58,15.386,14.36,6.2,24.24,18.226,17.076,33.26,28.467,26.847,23.65,,17.355,16.77,14.24,,,15.15,18.207,17.08,11.3
2011-09-29,,-22.658,,,-48.286,-44.517,,367.0,,301.53,293.34,273.14,283.13,301.84,334.45,374.72,364.14,252.72,83.725,89.232,90.918,57.941,66.303,66.798,,81.333,93.754,43.65,43.063,42.628,54.701,57.512,,94.396,95.519,36.75,18.0,14.458,4.6228,22.78,20.336,15.878,14.93,,12.815,10.16,6.9045,8.72,9.41,10.945,14.802,13.75,6.3,24.61,18.485,19.131,33.07,29.457,29.09,23.465,,18.19,17.3,12.45,,,16.475,19.163,18.23,14.1
