ir_meas,tsky
156.94694694694695,232.93969739506915
157.3773773773774,233.10282042593278
157.80780780780782,233.24273108283734
158.23823823823824,233.40606632215736
158.66866866866866,233.54615899029832
159.0990990990991,233.7097067141389
159.52952952952953,233.84998163029647
159.95995995995997,234.01374211508087
160.3903903903904,234.15419951634343
160.8208208208208,234.3181730388546
161.25125125125123,234.45881316261904
161.68168168168168,234.62300000000002
162.11211211211213,234.75204547087375
162.54254254254255,234.9164376530003
162.97297297297297,235.05743686120223
163.4034034034034,235.19852069854684
163.83383383383384,235.36322553838323
164.26426426426428,235.50449291316693
164.6946946946947,235.6458450780496
165.12512512512512,235.81086317024003
165.55555555555554,235.9523992216318
165.985985985986,236.0940202243849
166.41641641641644,236.23572622948805
166.84684684684686,236.4011574037008
167.27727727727728,236.54304775562755
167.7077077077077,236.68502327157034
168.13813813813815,236.8270840026455
168.56856856856857,236.96923
168.998998998999,237.12327825340788
169.42942942942943,237.26560202953019
169.85985985985985,237.4080112298142
170.29029029029027,237.5505059055323
170.72072072072072,237.6930861079877
171.15115115115117,237.85953784229866
171.5815815815816,238.0023035288301
172.012012012012,238.14515490476228
172.44244244244243,238.28809202152678
172.87287287287288,238.43111493058615
173.30330330330332,238.57422368343376
173.73373373373374,238.71741833159396
174.16416416416416,238.86069892662192
174.59459459459458,239.00406552010386
175.02502502502503,239.12360341184055
175.45545545545548,239.26712780323834
175.8858858858859,239.422669867227
176.31631631631632,239.5663737613187
176.74674674674674,239.7101639079327
177.17717717717719,239.8300549548028
177.6076076076076,239.9740033655207
178.03803803803805,240.1180381755223
178.46846846846847,240.26215943666526
178.8988988988989,240.40636720083845
179.3293293293293,240.5506615199618
179.75975975975976,240.67097294174198
180.1901901901902,240.81542607989198
180.62062062062063,240.95996592026813
181.05105105105105,241.1045925149099
181.48148148148147,241.22518098529656
181.91191191191191,241.3699667646874
182.34234234234236,241.51483944595904
182.77277277277278,241.6356331013626
183.2032032032032,241.73231152300002
183.63363363363362,241.91364751105223
184.06406406406407,242.05884651497507
184.49449449449452,242.20413266880018
184.92492492492494,242.32527107423334
185.35535535535536,242.47071713875812
185.78578578578578,242.59198887642324
186.21621621621622,242.737595027655
186.64664664664664,242.8832885731629
187.0770770770771,243.00476665844545
187.5075075075075,243.15062056305283
187.93793793793793,243.2722323544394
188.36836836836835,243.4182467946472
188.7987987987988,243.53999243930286
189.22922922922925,243.68616759180614
189.65965965965967,243.80804723705793
190.0900900900901,243.95438327874643
190.5205205205205,244.07639707208344
190.95095095095095,244.21064202500503
191.3813813813814,244.33278398616295
191.81181181181182,244.479434980125
192.24224224224224,244.6017113780888
192.67267267267266,244.7485237849758
193.1031031031031,244.87093476771477
193.53353353353356,244.99340697431103
193.96396396396398,245.1404544808338
194.3943943943944,245.26306148772403
194.82482482482482,245.4102708435974
195.25525525525526,245.53301279915095
195.68568568568568,245.65581614409777
196.11611611611613,245.8032612352654
196.54654654654655,245.92619974497705
196.97697697697697,246.04919974238865
197.4074074074074,246.1722612582533
197.83783783783784,246.32001632497187
198.26826826826826,246.4432132897597
198.6986986986987,246.56647187151387
199.12912912912913,246.70208639551353
199.55955955955957,246.82547445266053
199.98998998999,246.94892422234867
200.4204204204204,247.0843847003218
200.85085085085086,247.20796396397932
201.28128128128128,247.3439313163424
201.71171171171173,247.46764039224905
202.14214214214215,247.59141134125434
202.57257257257257,247.71524419430412
203.00300300300302,247.83913898235963
203.43343343343344,247.98789452585035
203.86386386386386,248.11192567997878
204.2942942942943,248.23601886829329
204.72472472472472,248.36017412182022
205.15515515515517,248.4843914716016
205.5855855855856,248.60867094869485
206.016016016016,248.73301258417285
206.44644644644646,248.8574164091242
206.87687687687688,248.98188245465292
207.3073073073073,249.1064107518787
207.73773773773775,249.23100133193677
208.16816816816817,249.35565422597776
208.5985985985986,249.48036946516808
209.02902902902903,249.60514708068965
209.45945945945945,249.72998710373997
209.8898898898899,249.867341599152
210.32032032032032,249.9923127587999
210.75075075075077,250.1173464227777
211.1811811811812,250.2174183780847
211.6116116116116,250.34256462864587
212.04204204204206,250.46777347110867
212.47247247247248,250.59304493677837
212.9029029029029,250.71837905697598
213.33333333333334,250.84377586303822
213.76376376376376,250.96923538631745
214.1941941941942,251.09475765818163
214.62462462462463,251.22034271001445
215.05505505505505,251.32085597415798
215.4854854854855,251.4465541090715
215.91591591591592,251.57231511191156
216.34634634634634,251.69813901412158
216.77677677677679,251.82402584716067
217.2072072072072,251.94997564250372
217.63763763763765,252.05078083279815
218.06806806806807,252.17684403965526
218.4984984984985,252.27773999999997
218.92892892892894,252.41649579013696
219.35935935935936,252.5427419093427
219.7897897897898,252.66905117054938
220.22022022022023,252.77014406297695
220.65065065065065,252.89656705937873
221.0810810810811,253.02305328624664
221.51151151151151,253.14960277520532
221.94194194194193,253.25088793633958
222.37237237237238,253.3775513768065
222.8028028028028,253.5042781679976
223.23323323323325,253.60570523476358
223.66366366366367,253.73254613711475
224.0940940940941,253.85945047894762
224.52452452452454,253.9610196501623
224.95495495495496,254.08803826303077
225.38538538538538,254.21512040426285
225.81581581581582,254.31683187902178
226.24624624624624,254.44402845138887
226.6766766766767,254.54583151226205
227.1071071071071,254.67314261880378
227.53753753753753,254.80051739999996
227.96796796796798,254.9151666819635
228.3983983983984,255.01715824525215
228.82882882882885,255.1447050858759
229.25925925925927,255.24678848748454
229.6896896896897,255.37445017768204
230.12012012012013,255.4766255003065
230.55055055055055,255.60440214349396
230.98098098098097,255.70666946990454
231.41141141141142,255.83456116959144
231.84184184184184,255.93692058263298
232.2722722722723,256.0649274424219
232.7027027027027,256.1673790250138
233.13313313313313,256.29550114860086
233.56356356356358,256.39804498373724
233.993993993994,256.5262824749115
234.42442442442442,256.6289186456611
234.85485485485486,256.75727160830553
235.28528528528528,256.86000019781204
235.71571571571573,256.9884687359028
236.14614614614615,257.0912898273847
236.57657657657657,257.19415205758736
237.00700700700702,257.3227877217426
237.43743743743744,257.4
237.8678678678679,257.541573094722
238.2982982982983,257.6703825215211
238.72872872872873,257.7734764467223
239.15915915915917,257.87661161980503
239.5895895895896,258.0055886161341
240.02002002002,258.10881665730045
240.45045045045046,258.2120860000081
240.88088088088088,258.3412307838602
241.31131131131133,258.4445931154646
241.74174174174175,258.5479968023399
242.17217217217217,258.6773095919915
242.60260260260262,258.78080638873365
243.03303303303304,258.88434459454635
243.46346346346346,259.01382560855797
243.8938938938939,259.1174570453651
244.32432432432432,259.2211299451122
244.75475475475477,259.32484432438855
245.1851851851852,259.45454565435557
245.6156156156156,259.55835342326185
246.04604604604606,259.6622027256586
246.47647647647648,259.7660935781633
246.90690690690693,259.89601559896005
247.33733733733735,260.0
247.76776776776777,260.11698882566895
248.1981981981982,260.2210616381014
248.62862862862863,260.32517609006817
249.05905905905905,260.4293321982293
249.4894894894895,260.5335299792513
249.91991991991992,260.6638358333909
250.35035035035037,260.76812743932203
250.7807807807808,260.87246077232675
251.2112112112112,260.97683584910004
251.64164164164166,261.0812526863438
252.07207207207207,261.1857113007662
252.5025025025025,261.31634334341663
252.93293293293294,261.4208960176156
253.36336336336336,261.5254905233415
253.7937937937938,261.63012687733135
254.22422422422423,261.7348050963285
254.65465465465465,261.83952519708305
255.0850850850851,261.94428719635215
255.51551551551552,262.04909111089927
255.94594594594597,262.15393695749464
256.37637637637636,262.28505325824113
256.8068068068068,262.38999351329636
257.23723723723725,262.4949757549497
257.6676676676677,262.6
258.0980980980981,262.69188689805407
258.52852852852857,262.79698992725673
258.958958958959,262.9021350081835
259.3893893893894,263.0073221576593
259.8198198198198,263.1125513925156
260.25025025025025,263.217822729591
260.68068068068067,263.32313618573033
261.1111111111111,263.42849177778555
261.5415415415415,263.53388952261537
261.971971971972,263.639329437085
262.4024024024024,263.74481153806653
262.8328328328329,263.8503358424387
263.2632632632633,263.95590236708716
263.6936936936937,264.06151112890427
264.12412412412414,264.1671621447891
264.55455455455456,264.27285543164743
264.984984984985,264.378591006392
265.4154154154154,264.4843688859423
265.8458458458458,264.5901890872242
266.2762762762763,264.6960516271707
266.7067067067067,264.80195652272164
267.13713713713713,264.9079037908233
267.5675675675676,265.01389344842914
267.997997997998,265.1199255124991
268.42842842842845,265.226
268.85885885885887,265.3188057670348
269.2892892892893,265.42495982652946
269.7197197197197,265.53115635826543
270.1501501501501,265.6373953792359
270.58058058058054,265.7436769064409
271.011011011011,265.8234159567913
271.44144144144144,265.92977191083304
271.8718718718719,266.0361704178941
272.30230230230234,266.142611495
272.73273273273276,266.24909515918296
273.1631631631632,266.35562142748205
273.5935935935936,266.4355440979116
274.024024024024,266.5421449644349
274.45445445445444,266.6487884819669
274.88488488488485,266.75547466757246
275.31531531531533,266.862203538323
275.74574574574575,266.94227821378576
276.17617617617617,267.04908182463885
276.60660660660665,267.15592816761875
277.03703703703707,267.26281725982267
277.4674674674675,267.3697491183545
277.8978978978979,267.449976087949
278.3283283283283,267.5569828287317
278.75875875875874,267.6640323829135
279.18918918918916,267.77112476762414
279.6196196196196,267.85147217400004
280.05005005005006,267.9719938247052
280.4804804804805,268.05240150385237
280.91091091091096,268.15964927505604
281.3413413413414,268.26693995609514
281.7717717717718,268.37427356413787
282.2022022022022,268.45480195134763
282.63263263263264,268.5622107229784
283.06306306306305,268.66966246886085
283.4934934934935,268.7502794904683
283.9239239239239,268.85780648266837
284.35435435435437,268.9653764964201
284.7847847847848,269.0460822499816
285.2152152152152,269.1537275928717
285.6456456456457,269.26141600466576
286.0760760760761,269.34221058784516
286.5065065065065,269.44997441168914
286.93693693693695,269.55778135184124
287.36736736736736,269.63866486240966
287.7977977977978,269.74654729761477
288.2282282282282,269.8544728965844
288.6586586586586,269.9354454324207
289.0890890890891,270.04344660953785
289.5195195195195,270.1514909979282
289.94994994995,270.23255265701897
290.3803803803804,270.3406727067427
290.81081081081084,270.42179113169885
291.24124124124126,270.52998689573997
291.6716716716717,270.6246485915757
292.1021021021021,270.73292551889057
292.5325325325325,270.8141616432295
292.96296296296293,270.9225143947201
293.3933933933934,271.003807407099
293.82382382382383,271.1122360358636
294.25425425425425,271.19358597612
294.6846846846847,271.3020905352939
295.11511511511515,271.4106385071441
295.54554554554556,271.4920779860491
295.975975975976,271.60070197188213
296.4064064064064,271.68219848123226
296.8368368368368,271.7908985342792
297.26726726726724,271.87245211401176
297.69769769769766,271.9812282875409
298.12812812812814,272.0628389776211
298.55855855855856,272.17169132493825
298.98898898898904,272.25335916535926
299.41941941941946,272.3622877398074
299.8498498498499,272.44401277059075
300.2802802802803,272.54087052619303
300.7107107107107,272.64991413394233
301.14114114114113,272.73172546990435
301.57157157157155,272.8408454387204
302.002002002002,272.9227140655315
302.43243243243245,273.03191044888854
302.86286286286287,273.11383640666855
303.2932932932933,273.22310925807807
303.72372372372377,273.3050925869747
304.1541541541542,273.3871005157897
304.5845845845846,273.49648270017485
305.015015015015,273.57854805750924
305.44544544544544,273.6880068400595
305.87587587587586,273.7701296661292
306.3063063063063,273.87966510048506
306.7367367367367,273.9618454355343
307.1671671671672,274.0440504296157
307.5975975975976,274.1536954596744
308.0280280280281,274.235958020276
308.4584584584585,274.34567983256557
308.8888888888889,274.428
309.31931931931933,274.5240256574991
309.74974974974975,274.60639933938353
310.1801801801802,274.71626936525234
310.6106106106106,274.7987007317857
311.041041041041,274.90864769744536
311.4714714714715,274.99113678902296
311.9019019019019,275.07365063227815
312.3323323323323,275.1837076053986
312.7627627627628,275.26627923145486
313.1931931931932,275.3488756339541
313.62362362362364,275.45904272460314
314.05405405405406,275.5416969677181
314.4844844844845,275.6243760120661
314.9149149149149,275.73465333042196
315.3453453453453,275.8173902732581
315.77577577577574,275.9001520421421
316.2062062062062,276.0105396984932
316.63663663663664,276.0933594237957
317.0670670670671,276.1762039999857
317.49749749749753,276.2867021047306
317.92792792792795,276.3696046953274
318.3583583583584,276.4525321616764
318.7887887887888,276.53548451124175
319.2192192192192,276.64612636412625
319.64964964964963,276.72913680356993
320.08008008008005,276.8121721511269
320.5105105105105,276.9229247067418
320.94094094094095,277.00601820229895
321.37137137137137,277.0891366308912
321.80180180180184,277.17228
322.23223223223226,277.26926591407425
322.6626626626627,277.3524633327775
323.0930930930931,277.46343205890497
323.5235235235235,277.54668773910356
323.95395395395394,277.62996840100243
324.38438438438436,277.7132740520976
324.8148148148148,277.8243871386011
325.24524524524526,277.9077511269846
325.6756756756757,277.9911401295672
326.1061061061061,278.07455415385493
326.5365365365365,278.15799320735545
326.966966966967,278.2692842260018
327.3973973973974,278.3527817102097
327.82782782782783,278.4363042486736
328.25825825825825,278.5198518489113
328.68868868868867,278.6312876472074
329.11911911911915,278.71489375416553
329.54954954954957,278.79852494797296
329.97997997998,278.8821812361572
330.4104104104104,278.96586262624817
330.8408408408408,279.04956912577785
331.2712712712713,279.161216863967
331.7017017017017,279.24498198149126
332.13213213213214,279.3287722335775
332.56256256256256,279.41258762776766
332.992992992993,279.49642817160577
333.42342342342346,279.58029387263826
333.8538538538539,279.69215395380934
334.2842842842843,279.77607838432203
334.7147147147147,279.8600279972002
335.14514514514514,279.9440028
335.57557557557556,280.0419585732144
336.00600600600603,280.12598796610473
336.43643643643645,280.2100425728555
336.86686686686687,280.2941224010325
337.2972972972973,280.3782274582035
337.7277277277277,280.46235775193884
338.1581581581582,280.54651328981095
338.5885885885886,280.6306940793946
339.019019019019,280.7149001282667
339.44944944944945,280.82721416542324
339.87987987987987,280.9114791821145
340.31031031031034,280.9957694833673
340.74074074074076,281.0800850767689
341.1711711711712,281.16442596990834
341.6016016016016,281.248792170377
342.032032032032,281.3331836857686
342.4624624624625,281.417600523679
342.8928928928929,281.5020426917067
343.32332332332334,281.58651019745224
343.75375375375376,281.6710030485184
344.1841841841842,281.7555212525103
344.6146146146146,281.8400648170353
345.0450450450451,281.9246337497031
345.4754754754755,282.03743180130584
345.9059059059059,282.12205995591296
346.33633633633633,282.206713504045
346.76676676676675,282.2913924533216
347.1971971971972,282.37609681136456
347.62762762762765,282.4608265857979
348.05805805805807,282.54558178424827
348.4884884884885,282.6303624143444
348.9189189189189,282.7151684837172
349.3493493493494,282.8
349.7797797797798,282.8706652254695
350.2102102102102,282.9555434001062
350.64064064064064,283.0404470432888
351.07107107107106,283.1253761626594
351.50150150150154,283.2103307658624
351.93193193193196,283.2953108605446
352.3623623623624,283.3803164543548
352.7927927927928,283.4653475549443
353.2232232232232,283.5504041699667
353.65365365365363,283.6354863070778
354.0840840840841,283.7205939739359
354.51451451451453,283.8057271782013
354.94494494494495,283.89088592753694
355.37537537537537,283.97607022960767
355.8058058058058,284.06128009208095
356.23623623623627,284.14651552262643
356.6666666666667,284.23177652891604
357.0970970970971,284.31706311862405
357.5275275275275,284.40237529942704
357.95795795795794,284.48771307900387
358.3883883883884,284.5730764650357
358.81881881881884,284.6299996186594
359.24924924924926,284.7154056991917
359.6796796796797,284.8008374066734
360.1101101101101,284.886294748794
360.5405405405406,284.9717777332456
360.970970970971,285.05728636772227
361.4014014014014,285.14282065992074
361.83183183183183,285.2283806175398
362.26226226226225,285.3139662482807
362.6926926926927,285.3995775598467
363.12312312312315,285.4852145599438
363.55355355355357,285.57087725627997
363.983983983984,285.628
364.4144144144144,285.7279446721915
364.84484484484483,285.8136802021275
365.2752752752753,285.8994414578675
365.7057057057057,285.9566299242861
366.13613613613614,286.0424340735212
366.56656656656656,286.12826396915005
366.996996996997,286.2141196188983
367.42742742742746,286.30000103049366
367.8578578578579,286.38590821166633
368.2882882882883,286.47184117014865
368.7187187187187,286.529144133684
369.14914914914914,286.61512007153846
369.5795795795796,286.7011218073337
370.01001001001003,286.7871493488106
370.44044044044045,286.87320270371254
370.8708708708709,286.95928187978495
371.3013013013013,287.0453868847758
371.7317317317317,287.1028045746627
372.1621621621622,287.18895264507483
372.5925925925926,287.27512656507787
373.02302302302303,287.36132634242813
373.45345345345345,287.44755198488446
373.88388388388387,287.5050501198579
374.31431431431434,287.5913188880723
374.74474474474476,287.6776135420942
375.1751751751752,287.7639340896909
375.6056056056056,287.850280538632
376.036036036036,287.9078592313997
376.4664664664665,287.9942488665202
376.8968968968969,288.0806644237154
377.32732732732734,288.1671059107636
377.75775775775776,288.25357333544537
378.1881881881882,288.3112326988728
378.61861861861865,288.39774337023994
379.0490490490491,288.48428
379.4794794794795,288.55636559650156
379.9099099099099,288.64294982244843
380.34034034034033,288.729560028859
380.77077077077075,288.816196223529
381.20120120120123,288.873968128415
381.63163163163165,288.96064765418083
382.06206206206207,289.047353189006
382.4924924924925,289.1340847406948
382.9229229229229,289.19192023282216
383.3533533533534,289.2786951632996
383.7837837837838,289.3654961314635
384.2142142142142,289.45232314512674
384.64464464464464,289.51022229448347
385.07507507507506,289.5970927346807
385.50550550550554,289.68398924122306
385.93593593593596,289.74193473074985
386.3663663663664,289.828874698583
386.7967967967968,289.91584075362374
387.2272272272272,290.0028329036998
387.6576576576577,290.0608421715257
388.0880880880881,290.1478778307287
388.51851851851853,290.2349396058525
388.94894894894895,290.292995301983
389.3793793793794,290.38010062105667
389.8098098098098,290.4672320769533
390.24024024024027,290.5543896775154
390.6706706706707,290.612509273245
391.1011011011011,290.69971046568406
391.5315315315315,290.78693782371386
391.96196196196195,290.84510393605
392.3923923923924,290.9323749208459
392.82282282282284,291.01967209217446
393.25325325325326,291.07788475834724
393.6836836836837,291.16522559135893
394.1141141141141,291.25259263186194
394.5445445445446,291.31085188913124
394.974974974975,291.4127850595409
395.4054054054054,291.47107636010213
395.83583583583584,291.55853517418996
396.26626626626626,291.6460202311704
396.69669669669673,291.70435818576397
397.12712712712715,291.7918869983986
397.5575575575576,291.8502541307222
397.987987987988,291.9378267208956
398.4184184184184,292.0254255881013
398.84884884884883,292.08383943514997
399.2792792792793,292.1714821149322
399.7097097097097,292.2591510927777
400.14014014014015,292.32947725577156
400.57057057057057,292.4171936416407
401.001001001001,292.47568585405463
401.43143143143146,292.56344611127724
401.8618618618619,292.6219675785733
402.2922922922923,292.7097717290915
402.7227227227227,292.79760222612407
403.15315315315314,292.8561705316686
403.5835835835836,292.9440449571274
404.01401401401404,293.0026425556121
404.44444444444446,293.09056093146785
404.8748748748749,293.1785056881123
405.3053053053053,293.237150185778
405.7357357357358,293.32513892799557
406.1661661661662,293.3838127567088
406.5965965965966,293.47184550649877
407.02702702702703,293.55990467139657
407.45745745745745,293.6186254603023
407.88788788788787,293.70672866799464
408.31831831831835,293.7654788261051
408.74874874874877,293.85362609861977
409.1791791791792,293.9417998206059
409.6096096096096,294.00059699999997
410.04004004004,294.07406099743673
410.4704704704705,294.1623008631209
410.9009009009009,294.22114214933936
411.33133133133134,294.3094261481953
411.76176176176176,294.3682968638852
412.1921921921922,294.45662501798625
412.62262262262266,294.54497967583416
413.0530530530531,294.60389750929704
413.4834834834835,294.69229635773013
413.9139139139139,294.7512436589495
414.34434434434434,294.8396867200698
414.7747747747748,294.8986635037839
415.20520520520523,294.98715079970424
415.63563563563565,295.04615708065876
416.06606606606607,295.13468863350323
416.4964964964965,295.19372442645124
416.9269269269269,295.28230025835506
417.3573573573574,295.34136557805704
417.7877877877878,295.4299857111662
418.2182182182182,295.48908057238987
418.64864864864865,295.5777450288618
419.07907907907907,295.6664360899914
419.50950950950954,295.7255782483853
419.93993993993996,295.81431366835227
420.3703703703704,295.8734854066988
420.8008008008008,295.96226520768914
421.2312312312312,296.0214665407826
421.6616616616617,296.1102907449935
422.0920920920921,296.16952168763584
422.52252252252254,296.25839031727554
422.95295295295296,296.31765088427585
423.3833833833834,296.4065639615638
423.81381381381385,296.4658541677388
424.24424424424427,296.52515623373404
424.6746746746747,296.6141315750793
425.1051051051051,296.6734633010048
425.53553553553553,296.7624831433701
425.96596596596595,296.8218445440604
426.3963963963964,296.910908909703
426.82682682682685,296.97029999999995
427.25725725725727,297.044506058017
427.6876876876877,297.13363723547565
428.1181181181181,297.1930728781206
428.5485485485486,297.2822486345408
428.978978978979,297.3417140039244
429.4094094094094,297.4309343616023
429.83983983983984,297.49042947259255
430.27027027027026,297.57969445383543
430.70070070070074,297.6392193213075
431.13113113113116,297.698756095539
431.5615615615616,297.7880835872705
431.991991991992,297.8476501388218
432.4224224224224,297.9370223077014
432.8528528528529,297.99661865146555
433.2832832832833,298.08603551983856
433.71371371371373,298.1456616707161
434.14414414414415,298.2052997486128
434.57457457457457,298.29477923383786
435.005005005005,298.3544471397213
435.43543543543547,298.44397137811404
435.8658658658659,298.50366912690276
436.2962962962963,298.5932381408465
436.7267267267267,298.6529657474663
437.15715715715714,298.7127053013995
437.5875875875876,298.8023370387398
438.01801801801804,298.862106471413
438.44844844844846,298.95178303806983
438.8788788788789,299.0115823644269
439.3093093093093,299.0713936524435
439.7397397397398,299.161133017814
440.1701701701702,299.2209742204483
440.6006006006006,299.31075846896556
441.03103103103103,299.37062960117953
441.46146146146145,299.4305127094163
441.89189189189193,299.5203598320546
442.32232232232235,299.58027289083003
442.75275275275277,299.6701649505099
443.1831831831832,299.73010797480373
443.6136136136136,299.79006298950105
444.044044044044,299.88001799880004
444.4744744744745,299.940003
444.9049049049049,300.0
445.33533533533534,300.0749631104695
445.76576576576576,300.1650036069016
446.1961961961962,300.2250456137739
446.62662662662666,300.28509963084906
447.0570570570571,300.37520318084756
447.4874874874875,300.4352872339415
447.9179179179179,300.4953833056488
448.34834834834834,300.5855499533689
448.7787787787788,300.64567608212855
449.20920920920923,300.70581423791805
449.63963963963965,300.79604402754575
